,比赛日期,主队,比分,客队
4681,2015-11-22 23:59,热刺,4-1,西汉姆联
4682,2015-11-22 01:30,曼城,1-4,利物浦
4683,2015-11-21 23:00,西布罗姆,2-1,阿森纳
4684,2015-11-21 23:00,埃弗顿,4-0,维拉
4685,2015-11-21 23:00,纽卡斯,0-3,莱切城
4686,2015-11-21 23:00,切尔西,1-0,诺维奇
4687,2015-11-21 23:00,南安普,0-1,斯托克城
4688,2015-11-21 23:00,斯旺西,2-2,伯恩茅斯
4689,2015-11-21 20:45,沃特福德,1-2,曼联
4690,2015-11-30 00:15,利物浦,1-0,斯旺西
4691,2015-11-30 00:15,诺维奇,1-1,阿森纳
4692,2015-11-29 22:05,西汉姆联,1-1,西布罗姆
4693,2015-11-29 20:00,热刺,0-0,切尔西
4694,2015-11-29 01:30,莱切城,1-1,曼联
4695,2015-11-28 23:00,水晶宫,5-1,纽卡斯
4696,2015-11-28 23:00,伯恩茅斯,3-3,埃弗顿
4697,2015-11-28 23:00,维拉,2-3,沃特福德
4698,2015-11-28 23:00,桑德兰,2-0,斯托克城
4699,2015-11-28 23:00,曼城,3-1,南安普
4700,2015-12-08 04:00,埃弗顿,1-1,水晶宫
4701,2015-12-06 23:59,纽卡斯,2-0,利物浦
4702,2015-12-06 01:30,切尔西,0-1,伯恩茅斯
4703,2015-12-05 23:00,西布罗姆,1-1,热刺
4704,2015-12-05 23:00,南安普,1-1,维拉
4705,2015-12-05 23:00,斯旺西,0-3,莱切城
4706,2015-12-05 23:00,阿森纳,3-1,桑德兰
4707,2015-12-05 23:00,沃特福德,2-0,诺维奇
4708,2015-12-05 23:00,曼联,0-0,西汉姆联
4709,2015-12-05 20:45,斯托克城,2-0,曼城
4710,2015-12-15 04:00,莱切城,2-1,切尔西
4711,2015-12-13 23:59,利物浦,2-2,西布罗姆
4712,2015-12-13 23:59,热刺,1-2,纽卡斯
4713,2015-12-13 21:30,维拉,0-2,阿森纳
4714,2015-12-13 01:30,伯恩茅斯,2-1,曼联
4715,2015-12-12 23:00,曼城,2-1,斯旺西
4716,2015-12-12 23:00,水晶宫,1-0,南安普
4717,2015-12-12 23:00,桑德兰,0-1,沃特福德
4718,2015-12-12 23:00,西汉姆联,0-0,斯托克城
4719,2015-12-12 20:45,诺维奇,1-1,埃弗顿
4720,2015-12-22 04:00,阿森纳,2-1,曼城
4721,2015-12-20 23:59,斯旺西,0-0,西汉姆联
4722,2015-12-20 21:30,沃特福德,3-0,利物浦
4723,2015-12-20 01:30,纽卡斯,1-1,维拉
4724,2015-12-19 23:00,南安普,0-2,热刺
4725,2015-12-19 23:00,埃弗顿,2-3,莱切城
4726,2015-12-19 23:00,切尔西,3-1,桑德兰
4727,2015-12-19 23:00,曼联,1-2,诺维奇
4728,2015-12-19 23:00,斯托克城,1-2,水晶宫
4729,2015-12-19 23:00,西布罗姆,1-2,伯恩茅斯
4730,2015-12-27 03:45,南安普,4-0,阿森纳
4731,2015-12-27 01:30,纽卡斯,0-1,埃弗顿
4732,2015-12-26 23:00,伯恩茅斯,0-0,水晶宫
4733,2015-12-26 23:00,利物浦,1-0,莱切城
4734,2015-12-26 23:00,曼城,4-1,桑德兰
4735,2015-12-26 23:00,切尔西,2-2,沃特福德
4736,2015-12-26 23:00,斯旺西,1-0,西布罗姆
4737,2015-12-26 23:00,热刺,3-0,诺维奇
4738,2015-12-26 23:00,维拉,1-1,西汉姆联
4739,2015-12-26 20:45,斯托克城,2-0,曼联
4740,2015-12-31 03:45,桑德兰,0-1,利物浦
4741,2015-12-30 03:45,莱切城,0-0,曼城
4742,2015-12-29 01:30,阿森纳,2-0,伯恩茅斯
4743,2015-12-29 01:30,曼联,0-0,切尔西
4744,2015-12-29 01:30,西汉姆联,2-1,南安普
4745,2015-12-28 23:00,埃弗顿,3-4,斯托克城
4746,2015-12-28 23:00,沃特福德,1-2,热刺
4747,2015-12-28 23:00,西布罗姆,1-0,纽卡斯
4748,2015-12-28 23:00,水晶宫,0-0,斯旺西
4749,2015-12-28 23:00,诺维奇,2-0,维拉
4750,2016-01-03 23:59,埃弗顿,1-1,热刺
4751,2016-01-03 21:30,水晶宫,0-3,切尔西
4752,2016-01-03 01:30,沃特福德,1-2,曼城
4753,2016-01-02 23:00,莱切城,0-0,伯恩茅斯
4754,2016-01-02 23:00,阿森纳,1-0,纽卡斯
4755,2016-01-02 23:00,桑德兰,3-1,维拉
4756,2016-01-02 23:00,西布罗姆,2-1,斯托克城
4757,2016-01-02 23:00,曼联,2-1,斯旺西
4758,2016-01-02 23:00,诺维奇,1-0,南安普
4759,2016-01-02 20:45,西汉姆联,2-0,利物浦
4760,2016-01-14 04:00,利物浦,3-3,阿森纳
4761,2016-01-14 04:00,热刺,0-1,莱切城
4762,2016-01-14 03:45,南安普,2-0,沃特福德
4763,2016-01-14 03:45,曼城,0-0,埃弗顿
4764,2016-01-14 03:45,切尔西,2-2,西布罗姆
4765,2016-01-14 03:45,斯旺西,2-4,桑德兰
4766,2016-01-14 03:45,斯托克城,3-1,诺维奇
4767,2016-01-13 03:45,伯恩茅斯,1-3,西汉姆联
4768,2016-01-13 03:45,维拉,1-0,水晶宫
4769,2016-01-13 03:45,纽卡斯,3-3,曼联
4770,2016-01-19 04:00,斯旺西,1-0,沃特福德
4771,2016-01-18 00:15,斯托克城,0-0,阿森纳
4772,2016-01-17 22:05,利物浦,0-1,曼联
4773,2016-01-17 01:30,维拉,1-1,莱切城
4774,2016-01-16 23:00,曼城,4-0,水晶宫
4775,2016-01-16 23:00,切尔西,3-3,埃弗顿
4776,2016-01-16 23:00,纽卡斯,2-1,西汉姆联
4777,2016-01-16 23:00,南安普,3-0,西布罗姆
4778,2016-01-16 23:00,伯恩茅斯,3-0,诺维奇
4779,2016-01-16 20:45,热刺,4-1,桑德兰
4780,2016-01-24 23:59,阿森纳,0-1,切尔西
4781,2016-01-24 21:30,埃弗顿,1-2,斯旺西
4782,2016-01-24 01:30,西汉姆联,2-2,曼城
4783,2016-01-23 23:00,桑德兰,1-1,伯恩茅斯
4784,2016-01-23 23:00,沃特福德,2-1,纽卡斯尔
4785,2016-01-23 23:00,水晶宫,1-3,热刺
4786,2016-01-23 23:00,西布罗姆,0-0,维拉
4787,2016-01-23 23:00,莱切斯特,3-0,斯托克城
4788,2016-01-23 23:00,曼联,0-1,南安普顿
4789,2016-01-23 20:45,诺维奇,4-5,利物浦
4790,2016-02-04 03:45,埃弗顿,3-0,纽卡斯尔
4791,2016-02-04 03:45,沃特福德,0-0,切尔西
4792,2016-02-03 04:00,水晶宫,1-2,伯恩茅斯
4793,2016-02-03 04:00,曼联,3-0,斯托克城
4794,2016-02-03 04:00,西布罗姆,1-1,斯旺西
4795,2016-02-03 03:45,桑德兰,0-1,曼城
4796,2016-02-03 03:45,莱切斯特,2-0,利物浦
4797,2016-02-03 03:45,西汉姆联,2-0,维拉
4798,2016-02-03 03:45,诺维奇,0-3,热刺
4799,2016-02-03 03:45,阿森纳,0-0,南安普顿
4800,2016-02-07 23:59,切尔西,1-1,曼联
4801,2016-02-07 21:30,伯恩茅斯,0-2,阿森纳
4802,2016-02-07 01:30,南安普顿,1-0,西汉姆联
4803,2016-02-06 23:00,斯托克城,0-3,埃弗顿
4804,2016-02-06 23:00,利物浦,2-2,桑德兰
4805,2016-02-06 23:00,热刺,1-0,沃特福德
4806,2016-02-06 23:00,纽卡斯尔,1-0,西布罗姆
4807,2016-02-06 23:00,维拉,2-0,诺维奇
4808,2016-02-06 23:00,斯旺西,1-1,水晶宫
4809,2016-02-06 20:45,曼城,1-3,莱切斯特
4810,2016-02-15 00:15,曼城,1-2,热刺
4811,2016-02-14 22:05,维拉,0-6,利物浦
4812,2016-02-14 20:00,阿森纳,2-1,莱切斯特
4813,2016-02-14 01:30,切尔西,5-1,纽卡斯尔
4814,2016-02-13 23:00,伯恩茅斯,1-3,斯托克城
4815,2016-02-13 23:00,诺维奇,2-2,西汉姆联
4816,2016-02-13 23:00,水晶宫,1-2,沃特福德
4817,2016-02-13 23:00,埃弗顿,0-1,西布罗姆
4818,2016-02-13 23:00,斯旺西,0-1,南安普顿
4819,2016-02-13 20:45,桑德兰,2-1,曼联
4820,2016-04-21 03:00,利物浦,4-0,埃弗顿
4821,2016-04-20 02:45,纽卡斯尔,1-1,曼城
4822,2016-02-28 22:05,热刺,2-1,斯旺西
4823,2016-02-28 22:05,曼联,3-2,阿森纳
4824,2016-02-28 01:30,西布罗姆,3-2,水晶宫
4825,2016-02-27 23:00,斯托克城,2-1,维拉
4826,2016-02-27 23:00,沃特福德,0-0,伯恩茅斯
4827,2016-02-27 23:00,南安普顿,1-2,切尔西
4828,2016-02-27 23:00,莱切斯特,1-0,诺维奇
4829,2016-02-27 20:45,西汉姆联,1-0,桑德兰
4830,2016-03-03 04:00,曼联,1-0,沃特福德
4831,2016-03-03 04:00,利物浦,3-0,曼城
4832,2016-03-03 03:45,阿森纳,1-2,斯旺西
4833,2016-03-03 03:45,西汉姆联,1-0,热刺
4834,2016-03-03 03:45,斯托克城,1-0,纽卡斯尔
4835,2016-03-02 03:45,桑德兰,2-2,水晶宫
4836,2016-03-02 03:45,莱切斯特,2-2,西布罗姆
4837,2016-03-02 03:45,诺维奇,1-2,切尔西
4838,2016-03-02 03:45,伯恩茅斯,2-0,南安普顿
4839,2016-03-02 03:45,维拉,1-3,埃弗顿
4840,2016-03-06 23:59,西布罗姆,1-0,曼联
4841,2016-03-06 21:30,水晶宫,1-2,利物浦
4842,2016-03-06 01:30,沃特福德,0-1,莱切斯特
4843,2016-03-05 23:00,曼城,4-0,维拉
4844,2016-03-05 23:00,纽卡斯尔,1-3,伯恩茅斯
4845,2016-03-05 23:00,埃弗顿,2-3,西汉姆联
4846,2016-03-05 23:00,斯旺西,1-0,诺维奇
4847,2016-03-05 23:00,切尔西,1-1,斯托克城
4848,2016-03-05 23:00,南安普顿,1-1,桑德兰
4849,2016-03-05 20:45,热刺,2-2,阿森纳
4850,2016-05-12 03:00,利物浦,1-1,切尔西
4851,2016-05-12 02:45,桑德兰,3-0,埃弗顿
4852,2016-04-22 02:45,阿森纳,2-0,西布罗姆
4853,2016-04-21 03:00,曼联,2-0,水晶宫
4854,2016-04-21 02:45,西汉姆联,3-1,沃特福德
4855,2016-03-15 04:00,莱切斯特,1-0,纽卡斯尔
4856,2016-03-13 23:59,维拉,0-2,热刺
4857,2016-03-12 23:00,伯恩茅斯,3-2,斯旺西
4858,2016-03-12 23:00,斯托克城,1-2,南安普顿
4859,2016-03-12 20:45,诺维奇,0-0,曼城
4860,2016-03-20 23:59,热刺,3-0,伯恩茅斯
4861,2016-03-20 23:59,曼城,0-1,曼联
4862,2016-03-20 21:30,南安普顿,3-2,利物浦
4863,2016-03-20 21:30,纽卡斯尔,1-1,桑德兰
4864,2016-03-20 01:30,斯旺西,1-0,维拉
4865,2016-03-19 23:00,切尔西,2-2,西汉姆联
4866,2016-03-19 23:00,西布罗姆,0-1,诺维奇
4867,2016-03-19 23:00,沃特福德,1-2,斯托克城
4868,2016-03-19 23:00,水晶宫,0-1,莱切斯特
4869,2016-03-19 20:45,埃弗顿,0-2,阿森纳
4870,2016-04-03 23:00,曼联,1-0,埃弗顿
4871,2016-04-03 20:30,莱切斯特,1-0,南安普顿
4872,2016-04-03 00:30,利物浦,1-1,热刺
4873,2016-04-02 22:00,诺维奇,3-2,纽卡斯尔
4874,2016-04-02 22:00,斯托克城,2-2,斯旺西
4875,2016-04-02 22:00,阿森纳,4-0,沃特福德
4876,2016-04-02 22:00,桑德兰,0-0,西布罗姆
4877,2016-04-02 22:00,西汉姆联,2-2,水晶宫
4878,2016-04-02 22:00,伯恩茅斯,0-4,曼城
4879,2016-04-02 19:45,维拉,0-4,切尔西
4880,2016-04-10 23:30,热刺,3-0,曼联
4881,2016-04-10 23:00,利物浦,4-1,斯托克城
4882,2016-04-10 20:30,桑德兰,0-2,莱切斯特
4883,2016-04-10 00:30,曼城,2-1,西布罗姆
4884,2016-04-09 22:00,斯旺西,1-0,切尔西
4885,2016-04-09 22:00,南安普顿,3-1,纽卡斯尔
4886,2016-04-09 22:00,沃特福德,1-1,埃弗顿
4887,2016-04-09 22:00,水晶宫,1-0,诺维奇
4888,2016-04-09 22:00,维拉,1-2,伯恩茅斯
4889,2016-04-09 19:45,西汉姆联,3-3,阿森纳
4890,2016-04-19 03:00,斯托克城,0-4,热刺
4891,2016-04-17 23:00,阿森纳,1-1,水晶宫
4892,2016-04-17 20:30,莱切斯特,2-2,西汉姆联
4893,2016-04-17 20:30,伯恩茅斯,1-2,利物浦
4894,2016-04-17 00:30,切尔西,0-3,曼城
4895,2016-04-16 22:00,曼联,1-0,维拉
4896,2016-04-16 22:00,埃弗顿,1-1,南安普顿
4897,2016-04-16 22:00,纽卡斯尔,3-0,斯旺西
4898,2016-04-16 22:00,西布罗姆,0-1,沃特福德
4899,2016-04-16 19:45,诺维奇,0-3,桑德兰
4900,2016-05-12 02:45,诺维奇,4-2,沃特福德
4901,2016-05-11 03:30,西汉姆联,3-2,曼联
4902,2016-04-26 03:00,热刺,1-1,西布罗姆
4903,2016-04-24 23:15,莱切斯特,4-0,斯旺西
4904,2016-04-24 21:05,桑德兰,0-0,阿森纳
4905,2016-04-23 22:00,伯恩茅斯,1-4,切尔西
4906,2016-04-23 22:00,利物浦,2-2,纽卡斯尔
4907,2016-04-23 22:00,维拉,2-4,南安普顿
4908,2016-04-23 19:45,曼城,4-0,斯托克城
4909,2016-04-14 03:00,水晶宫,0-0,埃弗顿
4910,2016-05-03 03:00,切尔西,2-2,热刺
4911,2016-05-01 23:30,南安普顿,4-2,曼城
4912,2016-05-01 21:05,曼联,1-1,莱切斯特
4913,2016-05-01 19:00,斯旺西,3-1,利物浦
4914,2016-05-01 00:30,阿森纳,1-0,诺维奇
4915,2016-04-30 22:00,埃弗顿,2-1,伯恩茅斯
4916,2016-04-30 22:00,沃特福德,3-2,维拉
4917,2016-04-30 22:00,斯托克城,1-1,桑德兰
4918,2016-04-30 22:00,纽卡斯尔,1-0,水晶宫
4919,2016-04-30 22:00,西布罗姆,0-3,西汉姆联
4920,2016-05-08 23:00,曼城,2-2,阿森纳
4921,2016-05-08 23:00,利物浦,2-0,沃特福德
4922,2016-05-08 20:30,热刺,1-2,南安普顿
4923,2016-05-08 00:30,莱切斯特,3-1,埃弗顿
4924,2016-05-07 22:00,伯恩茅斯,1-1,西布罗姆
4925,2016-05-07 22:00,维拉,0-0,纽卡斯尔
4926,2016-05-07 22:00,水晶宫,2-1,斯托克城
4927,2016-05-07 22:00,桑德兰,3-2,切尔西
4928,2016-05-07 22:00,西汉姆联,1-4,斯旺西
4929,2016-05-07 19:45,诺维奇,0-1,曼联
4930,2016-05-18 03:00,曼联,3-1,伯恩茅斯
4931,2016-05-15 22:00,纽卡斯尔,5-1,热刺
4932,2016-05-15 22:00,阿森纳,4-0,维拉
4933,2016-05-15 22:00,切尔西,1-1,莱切斯特
4934,2016-05-15 22:00,沃特福德,2-2,桑德兰
4935,2016-05-15 22:00,西布罗姆,1-1,利物浦
4936,2016-05-15 22:00,斯旺西,1-1,曼城
4937,2016-05-15 22:00,埃弗顿,3-0,诺维奇
4938,2016-05-15 22:00,南安普顿,4-1,水晶宫
4939,2016-05-15 22:00,斯托克城,2-1,西汉姆联
4940,2016-08-16 03:00,切尔西,2-1,西汉姆联
4941,2016-08-14 23:00,阿森纳,3-4,利物浦
4942,2016-08-14 20:30,伯恩茅斯,1-3,曼联
4943,2016-08-14 00:30,曼城,2-1,桑德兰
4944,2016-08-13 22:00,米德尔斯,1-1,斯托克城
4945,2016-08-13 22:00,埃弗顿,1-1,热刺
4946,2016-08-13 22:00,水晶宫,0-1,西布罗姆
4947,2016-08-13 22:00,伯恩利,0-1,斯旺西
4948,2016-08-13 22:00,南安普顿,1-1,沃特福德
4949,2016-08-13 19:30,赫尔城,2-1,莱切斯特
4950,2016-08-21 23:00,西汉姆联,1-0,伯恩茅斯
4951,2016-08-21 20:30,桑德兰,1-2,米德尔斯
4952,2016-08-21 00:30,莱切斯特,0-0,阿森纳
4953,2016-08-20 22:00,西布罗姆,1-2,埃弗顿
4954,2016-08-20 22:00,沃特福德,1-2,切尔西
4955,2016-08-20 22:00,热刺,1-0,水晶宫
4956,2016-08-20 22:00,斯旺西,0-2,赫尔城
4957,2016-08-20 22:00,伯恩利,2-0,利物浦
4958,2016-08-20 19:30,斯托克城,1-4,曼城
4959,2016-08-20 03:00,曼联,2-0,南安普顿
4960,2016-08-28 23:00,曼城,3-1,西汉姆联
4961,2016-08-28 20:30,西布罗姆,0-0,米德尔斯
4962,2016-08-28 00:30,赫尔城,0-1,曼联
4963,2016-08-27 22:00,埃弗顿,1-0,斯托克城
4964,2016-08-27 22:00,莱切斯特,2-1,斯旺西
4965,2016-08-27 22:00,水晶宫,1-1,伯恩茅斯
4966,2016-08-27 22:00,南安普顿,1-1,桑德兰
4967,2016-08-27 22:00,沃特福德,1-3,阿森纳
4968,2016-08-27 22:00,切尔西,3-0,伯恩利
4969,2016-08-27 19:30,热刺,1-1,利物浦
4970,2016-09-13 03:00,桑德兰,0-3,埃弗顿
4971,2016-09-11 23:00,斯旺西,2-2,切尔西
4972,2016-09-11 00:30,利物浦,4-1,莱切斯特
4973,2016-09-10 22:00,阿森纳,2-1,南安普顿
4974,2016-09-10 22:00,斯托克城,0-4,热刺
4975,2016-09-10 22:00,米德尔斯,1-2,水晶宫
4976,2016-09-10 22:00,伯恩利,1-1,赫尔城
4977,2016-09-10 22:00,伯恩茅斯,1-0,西布罗姆
4978,2016-09-10 22:00,西汉姆联,2-4,沃特福德
4979,2016-09-10 19:30,曼联,1-2,曼城
4980,2016-09-18 23:30,热刺,1-0,桑德兰
4981,2016-09-18 21:15,水晶宫,4-1,斯托克城
4982,2016-09-18 21:15,南安普顿,1-0,斯旺西
4983,2016-09-18 19:00,沃特福德,3-1,曼联
4984,2016-09-18 00:30,埃弗顿,3-1,米德尔斯
4985,2016-09-17 22:00,西布罗姆,4-2,西汉姆联
4986,2016-09-17 22:00,曼城,4-0,伯恩茅斯
4987,2016-09-17 22:00,莱切斯特,3-0,伯恩利
4988,2016-09-17 22:00,赫尔城,1-4,阿森纳
4989,2016-09-17 03:00,切尔西,1-2,利物浦
4990,2016-09-27 03:00,伯恩利,2-0,沃特福德
4991,2016-09-25 23:00,西汉姆联,0-3,南安普顿
4992,2016-09-25 00:30,阿森纳,3-0,切尔西
4993,2016-09-24 22:00,利物浦,5-1,赫尔城
4994,2016-09-24 22:00,伯恩茅斯,1-0,埃弗顿
4995,2016-09-24 22:00,斯托克城,1-1,西布罗姆
4996,2016-09-24 22:00,桑德兰,2-3,水晶宫
4997,2016-09-24 22:00,斯旺西,1-3,曼城
4998,2016-09-24 22:00,米德尔斯,1-2,热刺
4999,2016-09-24 19:30,曼联,4-1,莱切斯特
5000,2016-10-02 23:30,伯恩利,0-1,阿森纳
5001,2016-10-02 21:15,莱切斯特,0-0,南安普顿
5002,2016-10-02 21:15,热刺,2-0,曼城
5003,2016-10-02 19:00,曼联,1-1,斯托克城
5004,2016-10-01 22:00,西汉姆联,1-1,米德尔斯
5005,2016-10-01 22:00,沃特福德,2-2,伯恩茅斯
5006,2016-10-01 22:00,赫尔城,0-2,切尔西
5007,2016-10-01 22:00,桑德兰,1-1,西布罗姆
5008,2016-10-01 19:30,斯旺西,1-2,利物浦
5009,2016-10-01 03:00,埃弗顿,1-1,水晶宫
5010,2016-10-18 03:00,利物浦,0-0,曼联
5011,2016-10-16 23:00,南安普顿,3-1,伯恩利
5012,2016-10-16 20:30,米德尔斯,0-1,沃特福德
5013,2016-10-16 00:30,水晶宫,0-1,西汉姆联
5014,2016-10-15 22:00,阿森纳,3-2,斯旺西
5015,2016-10-15 22:00,斯托克城,2-0,桑德兰
5016,2016-10-15 22:00,曼城,1-1,埃弗顿
5017,2016-10-15 22:00,伯恩茅斯,6-1,赫尔城
5018,2016-10-15 22:00,西布罗姆,1-1,热刺
5019,2016-10-15 19:30,切尔西,3-0,莱切斯特
5020,2016-10-23 23:00,切尔西,4-0,曼联
5021,2016-10-23 20:30,曼城,1-1,南安普顿
5022,2016-10-23 00:30,利物浦,2-1,西布罗姆
5023,2016-10-22 22:00,阿森纳,0-0,米德尔斯
5024,2016-10-22 22:00,斯旺西,0-0,沃特福德
5025,2016-10-22 22:00,莱切斯特,3-1,水晶宫
5026,2016-10-22 22:00,赫尔城,0-2,斯托克城
5027,2016-10-22 22:00,伯恩利,2-1,埃弗顿
5028,2016-10-22 22:00,西汉姆联,1-0,桑德兰
5029,2016-10-22 19:30,伯恩茅斯,0-0,热刺
5030,2016-11-01 04:00,斯托克城,3-1,斯旺西
5031,2016-10-30 23:59,南安普顿,0-2,切尔西
5032,2016-10-30 21:30,埃弗顿,2-0,西汉姆联
5033,2016-10-30 00:30,水晶宫,2-4,利物浦
5034,2016-10-29 22:00,米德尔斯,2-0,伯恩茅斯
5035,2016-10-29 22:00,曼联,0-0,伯恩利
5036,2016-10-29 22:00,热刺,1-1,莱切斯特
5037,2016-10-29 22:00,沃特福德,1-0,赫尔城
5038,2016-10-29 22:00,西布罗姆,0-4,曼城
5039,2016-10-29 19:30,桑德兰,1-4,阿森纳
5040,2016-11-07 00:30,莱切斯特,1-2,西布罗姆
5041,2016-11-06 23:00,斯旺西,1-3,曼联
5042,2016-11-06 22:15,利物浦,6-1,沃特福德
5043,2016-11-06 22:15,赫尔城,2-1,南安普顿
5044,2016-11-06 20:00,阿森纳,1-1,热刺
5045,2016-11-06 01:30,切尔西,5-0,埃弗顿
5046,2016-11-05 23:00,伯恩利,3-2,水晶宫
5047,2016-11-05 23:00,曼城,1-1,米德尔斯
5048,2016-11-05 23:00,伯恩茅斯,1-2,桑德兰
5049,2016-11-05 23:00,西汉姆联,1-1,斯托克城
5050,2016-11-22 04:00,西布罗姆,4-0,伯恩利
5051,2016-11-20 23:59,米德尔斯,0-1,切尔西
5052,2016-11-20 01:30,热刺,3-2,西汉姆联
5053,2016-11-19 23:00,沃特福德,2-1,莱切斯特
5054,2016-11-19 23:00,桑德兰,3-0,赫尔城
5055,2016-11-19 23:00,斯托克城,0-1,伯恩茅斯
5056,2016-11-19 23:00,南安普顿,0-0,利物浦
5057,2016-11-19 23:00,埃弗顿,1-1,斯旺西
5058,2016-11-19 23:00,水晶宫,1-2,曼城
5059,2016-11-19 20:30,曼联,1-1,阿森纳
5060,2016-11-28 00:30,南安普顿,1-0,埃弗顿
5061,2016-11-28 00:30,曼联,1-1,西汉姆联
5062,2016-11-27 22:15,阿森纳,3-1,伯恩茅斯
5063,2016-11-27 20:00,沃特福德,0-1,斯托克城
5064,2016-11-27 01:30,切尔西,2-1,热刺
5065,2016-11-26 23:00,莱切斯特,2-2,米德尔斯
5066,2016-11-26 23:00,赫尔城,1-1,西布罗姆
5067,2016-11-26 23:00,斯旺西,5-4,水晶宫
5068,2016-11-26 23:00,利物浦,2-0,桑德兰
5069,2016-11-26 20:30,伯恩利,1-2,曼城
5070,2016-12-06 04:00,米德尔斯,1-0,赫尔城
5071,2016-12-04 23:59,埃弗顿,1-1,曼联
5072,2016-12-04 21:30,伯恩茅斯,4-3,利物浦
5073,2016-12-04 01:30,西汉姆联,1-5,阿森纳
5074,2016-12-03 23:00,水晶宫,3-0,南安普顿
5075,2016-12-03 23:00,桑德兰,2-1,莱切斯特
5076,2016-12-03 23:00,热刺,5-0,斯旺西
5077,2016-12-03 23:00,西布罗姆,3-1,沃特福德
5078,2016-12-03 23:00,斯托克城,2-0,伯恩利
5079,2016-12-03 20:30,曼城,1-3,切尔西
5080,2016-12-12 00:30,利物浦,2-2,西汉姆联
5081,2016-12-11 22:15,南安普顿,1-0,米德尔斯
5082,2016-12-11 22:15,曼联,1-0,热刺
5083,2016-12-11 20:00,切尔西,1-0,西布罗姆
5084,2016-12-11 01:30,莱切斯特,4-2,曼城
5085,2016-12-10 23:00,斯旺西,3-0,桑德兰
5086,2016-12-10 23:00,阿森纳,3-1,斯托克城
5087,2016-12-10 23:00,赫尔城,3-3,水晶宫
5088,2016-12-10 23:00,伯恩利,3-2,伯恩茅斯
5089,2016-12-10 20:30,沃特福德,3-2,埃弗顿
5090,2016-12-15 04:00,热刺,3-0,赫尔城
5091,2016-12-15 04:00,斯托克城,0-0,南安普顿
5092,2016-12-15 04:00,曼城,2-0,沃特福德
5093,2016-12-15 04:00,西布罗姆,3-1,斯旺西
5094,2016-12-15 04:00,水晶宫,1-2,曼联
5095,2016-12-15 03:45,西汉姆联,1-0,伯恩利
5096,2016-12-15 03:45,桑德兰,0-1,切尔西
5097,2016-12-15 03:45,米德尔斯,0-3,利物浦
5098,2016-12-14 03:45,埃弗顿,2-1,阿森纳
5099,2016-12-14 03:45,伯恩茅斯,1-0,莱切斯特
5100,2016-12-20 04:00,埃弗顿,0-1,利物浦
5101,2016-12-18 23:59,曼城,2-1,阿森纳
5102,2016-12-18 23:59,热刺,2-1,伯恩利
5103,2016-12-18 21:30,伯恩茅斯,1-3,南安普顿
5104,2016-12-18 01:30,西布罗姆,0-2,曼联
5105,2016-12-17 23:00,桑德兰,1-0,沃特福德
5106,2016-12-17 23:00,斯托克城,2-2,莱切斯特
5107,2016-12-17 23:00,米德尔斯,3-0,斯旺西
5108,2016-12-17 23:00,西汉姆联,1-0,赫尔城
5109,2016-12-17 20:30,水晶宫,0-1,切尔西
5110,2016-12-29 03:45,南安普顿,1-4,热刺
5111,2016-12-28 01:15,利物浦,4-1,斯托克城
5112,2016-12-27 01:15,赫尔城,0-3,曼城
5113,2016-12-26 23:00,斯旺西,1-4,西汉姆联
5114,2016-12-26 23:00,曼联,3-1,桑德兰
5115,2016-12-26 23:00,阿森纳,1-0,西布罗姆
5116,2016-12-26 23:00,莱切斯特,0-2,埃弗顿
5117,2016-12-26 23:00,切尔西,3-0,伯恩茅斯
5118,2016-12-26 23:00,伯恩利,1-0,米德尔斯
5119,2016-12-26 20:30,沃特福德,1-1,水晶宫
5120,2017-01-01 23:59,阿森纳,2-0,水晶宫
5121,2017-01-01 21:30,沃特福德,1-4,热刺
5122,2017-01-01 01:30,利物浦,1-0,曼城
5123,2016-12-31 23:00,切尔西,4-2,斯托克城
5124,2016-12-31 23:00,莱切斯特,1-0,西汉姆联
5125,2016-12-31 23:00,伯恩利,4-1,桑德兰
5126,2016-12-31 23:00,曼联,2-1,米德尔斯
5127,2016-12-31 23:00,南安普顿,1-2,西布罗姆
5128,2016-12-31 23:00,斯旺西,0-3,伯恩茅斯
5129,2016-12-31 04:00,赫尔城,2-2,埃弗顿
5130,2017-01-05 04:00,热刺,2-0,切尔西
5131,2017-01-04 04:00,斯托克城,2-0,沃特福德
5132,2017-01-04 04:00,水晶宫,1-2,斯旺西
5133,2017-01-04 03:45,伯恩茅斯,3-3,阿森纳
5134,2017-01-03 01:15,西汉姆联,0-2,曼联
5135,2017-01-02 23:00,曼城,2-1,伯恩利
5136,2017-01-02 23:00,桑德兰,2-2,利物浦
5137,2017-01-02 23:00,埃弗顿,3-0,南安普顿
5138,2017-01-02 23:00,西布罗姆,3-1,赫尔城
5139,2017-01-02 20:30,米德尔斯,0-0,莱切斯特
5140,2017-01-15 23:59,曼联,1-1,利物浦
5141,2017-01-15 21:30,埃弗顿,4-0,曼城
5142,2017-01-15 01:30,莱切斯特,0-3,切尔西
5143,2017-01-14 23:00,伯恩利,1-0,南安普顿
5144,2017-01-14 23:00,沃特福德,0-0,米德尔斯
5145,2017-01-14 23:00,斯旺西,0-4,阿森纳
5146,2017-01-14 23:00,桑德兰,1-3,斯托克城
5147,2017-01-14 23:00,赫尔城,3-1,伯恩茅斯
5148,2017-01-14 23:00,西汉姆联,3-0,水晶宫
